MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DATA,DETALHAMENTO,VALOR_REEMBOLSADO,COD_DOCUMENTO
8,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",09.296.295/0001-60,AZUL LINHAS AEREAS BRASILEIRAS S.A.,UEUWXV,2022-08-23,"companhia aérea: azul, localizador: ueuwxv. passageiros: yuri becker dos santos (matrícula 351808, comissionado), voo: 4362 - campinas/navegantes - 27/08/2022; yuri becker dos santos (matrícula 351808, comissionado), voo: 5046 - brasilia/campinas - 27/08/2022;","1619,46",2186984
8,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",09.296.295/0001-60,AZUL LINHAS AEREAS BRASILEIRAS S.A.,FKC65N,2022-08-23,"companhia aérea: azul, localizador: fkc65n. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 4745 - campinas/brasilia - 25/08/2022; dário elias berger (matrícula 295994, parlamentar), voo: 4483 - florianopolis/campinas - 25/08/2022;","3241,48",2186145
8,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,RFWMQQ,2022-08-23,"companhia aérea: gol, localizador: rfwmqq. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 1286 - congonhas/florianopolis - 26/08/2022; dário elias berger (matrícula 295994, parlamentar), voo: 1459 - brasilia/congonhas - 26/08/2022;","3036,46",2186139
8,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,IARTPH,2022-08-11,"companhia aérea: latam, localizador: iartph. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 3726 - brasilia/florianopolis - 12/08/2022; dário elias berger (matrícula 295994, parlamentar), voo: 3727 - florianopolis/brasilia - 12/08/2022;","3016,71",2185712
8,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,RIHJCS,2022-08-23,"companhia aérea: latam, localizador: rihjcs. passageiros: yuri becker dos santos (matrícula 351808, comissionado), voo: 3727 - florianopolis/brasilia - 25/08/2022;","875,48",2186149
9,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",09.296.295/0001-60,AZUL LINHAS AEREAS BRASILEIRAS S.A.,OP6FKR,2022-09-06,"companhia aérea: azul, localizador: op6fkr. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 2899 - campinas/chapecó - 09/09/2022; dário elias berger (matrícula 295994, parlamentar), voo: 2615 - florianopolis/campinas - 09/09/2022;","2923,33",2188195
9,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",09.296.295/0001-60,AZUL LINHAS AEREAS BRASILEIRAS S.A.,NE99MV,2022-09-21,"companhia aérea: azul, localizador: ne99mv. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 4349 - florianopolis/chapecó - 25/09/2022;","1949,48",2188196
10,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,VVNFYJ,2022-10-26,"companhia aérea: gol, localizador: vvnfyj. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 1259 - florianopolis/congonhas - 17/11/2022;","571,47",2188956
10,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,VOZLTS,2022-10-26,"companhia aérea: gol, localizador: vozlts. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 1314 - congonhas/florianopolis - 18/11/2022;","785,83",2188964
11,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,SDEXRH,2022-11-05,"companhia aérea: gol, localizador: sdexrh. passageiros: juliano duarte campos (matrícula 371753, comissionado), voo: 1758 - brasilia/florianopolis - 08/11/2022;","3087,56",2189602
11,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,GCVFYR,2022-11-09,"companhia aérea: gol, localizador: gcvfyr. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 1252 - guarulhos/florianopolis - 10/11/2022;","2312,16",2189598
11,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,KJRIYK,2022-11-09,"companhia aérea: gol, localizador: kjriyk. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 1453 - brasilia/congonhas - 10/11/2022;","3069,46",2189599
11,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,KEGYRI,2022-11-18,"companhia aérea: gol, localizador: kegyri. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 1756 - brasilia/curitiba - 24/11/2022;","1230,46",2190144
11,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,TMLVGQ,2022-11-22,"companhia aérea: gol, localizador: tmlvgq. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 1729 - florianopolis/brasilia - 30/12/2022;","603,47",2190146
11,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,XMEJTC,2022-11-29,"companhia aérea: gol, localizador: xmejtc. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 1729 - florianopolis/brasilia - 29/11/2022;","2549,47",2190509
11,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,YWTOFO,2022-11-04,"companhia aérea: latam, localizador: ywtofo. passageiros: juliano duarte campos (matrícula 371753, comissionado), voo: 3971 - riio de janeiro/brasilia - 07/11/2022; juliano duarte campos (matrícula 371753, comissionado), voo: 3803 - florianopolis/rio de janeiro - 07/11/2022;","2843,67",2189601
11,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,JRQFUJ,2022-11-04,"companhia aérea: latam, localizador: jrqfuj. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 3971 - rio de janeiro/brasilia - 07/11/2022; dário elias berger (matrícula 295994, parlamentar), voo: 3803 - florianopolis/rio de janeiro - 07/11/2022;","2843,67",2189597
11,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,YMTHKO,2022-11-18,"companhia aérea: latam, localizador: ymthko. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 3574 - são paulo/brasilia - 21/11/2022; dário elias berger (matrícula 295994, parlamentar), voo: 3291 - florianopolis/são paulo - 21/11/2022;","3255,57",2190142
11,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,TOQWEX,2022-11-22,"companhia aérea: latam, localizador: toqwex. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 3616 - brasilia/navegantes - 01/01/2023;","641,46",2190510
11,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,EZPOKP,2022-11-30,"companhia aérea: latam, localizador: ezpokp. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 3633 - brasilia/florianopolis - 01/12/2022;","3194,46",2190508
12,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",09.296.295/0001-60,AZUL LINHAS AEREAS BRASILEIRAS S.A.,EMHW7H,2022-12-05,"companhia aérea: azul, localizador: emhw7h. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 4231 - são paulo/brasilia - 05/12/2022; dário elias berger (matrícula 295994, parlamentar), voo: 9054 - florianopolis/são paulo - 05/12/2022;","2850,47",2190942
12,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,JWKXXS,2022-12-07,"companhia aérea: gol, localizador: jwkxxs. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 1758 - brasilia/florianopolis - 07/12/2022;","2539,46",2190943
12,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,ZPWQNH,2022-12-10,"companhia aérea: gol, localizador: zpwqnh. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 1729 - florianopolis/brasilia - 11/12/2022;","2976,97",2191446
12,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,ZUEFQC,2022-12-11,"companhia aérea: gol, localizador: zuefqc. passageiros: juliano duarte campos (matrícula 371753, comissionado), voo: 1261 - florianopolis/congonhas - 12/12/2022; silvio odair de souza (matrícula 299586, comissionado), voo: 1402 - congohas/brasilia - 12/12/2022; silvio odair de souza (matrícula 299586, comissionado), voo: 1261 - florianopolis/congonhas - 12/12/2022; juliano duarte campos (matrícula 371753, comissionado), voo: 1402 - congonhas/brasilia - 12/12/2022;","3356,78",2192149
12,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,MQOWVI,2022-12-14,"companhia aérea: gol, localizador: mqowvi. passageiros: dário elias berger (matrícula 295994, parlamentar), voo: 1756 - brasilia/curitiba - 15/12/2022;","1381,46",2192148
12,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,RXLHIN,2022-12-14,"companhia aérea: gol, localizador: rxlhin. passageiros: silvio odair de souza (matrícula 299586, comissionado), voo: 1728 - brasilia/florianopolis - 16/12/2022; juliano duarte campos (matrícula 371753, comissionado), voo: 1728 - brasilia/florianopolis - 16/12/2022;","2488,92",2192155
12,DÁRIO BERGER,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL LINHAS AÉREAS INTELIGENTES,MFEEHD,2022-12-28,"companhia aérea: gol, localizador: mfeehd. passageiros: juliano duarte campos (matrícula 371753, comissionado), voo: 2020 - rio de janeiro/brasilia - 01/01/2023; juliano duarte campos (matrícula 371753, comissionado), voo: 1471 - florianopolis/rio de janeiro - 01/01/2023;","1751,47",2192949
1,DAVI ALCOLUMBRE,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",21.831.577/0001-15,ATD DO NASCIMENTO-ME,202200000000078,2022-01-28,manutenção do escritório político do senador davi alcolumbre no estado do amapá.,6500,2173507
1,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,17.165.675/0001-93,ALO PRODUÇÃO LTDA - EPP,202200000000259,2022-01-27,despesa com divulgação da atividade parlamentar.,20000,2173436
1,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,30.867.497/0001-00,CIBELE PAIXAO RIBEIRO 92970788268,202200000000158,2022-01-25,despesa com divulgação da atividade parlamentar.,2000,2173327
1,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,13.364.156/0001-01,CLICK ASSESSORIA E COMUNICAÇÃO LTDA - ME,202200000000047,2022-01-27,despesa com divulgação da atividade parlamentar.,2500,2173438
1,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,05.373.480/0001-50,F MENEZES LOBATO - ME,202200000000048,2022-01-26,despesa com divulgação da atividade parlamentar.,5000,2173349
1,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,39.327.180/0001-56,GIRASSOL COMUNICACAO E MIDIA LTDA,202200000000038,2022-01-21,despesa com divulgação da atividade parlamentar.,1500,2173328
1,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,41.097.878/0001-74,TERESINHA DE JESUS PEDROSO 68562110230,202200000000057,2022-01-26,despesa com divulgação da atividade parlamentar.,1000,2173430
1,DAVI ALCOLUMBRE,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",07.605.506/0001-73,RIBAL LOCADORA DE VEÍCULOS LTDA.,2659,2022-02-01,despesas com locação de meio de transporte.,2685,2173540
2,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,17.165.675/0001-93,ALO PRODUÇÃO LTDA - EPP,202200000000274,2022-02-03,despesa com divulgação da atividade parlamentar.,20000,2174835
2,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,30.867.497/0001-00,CIBELE PAIXAO RIBEIRO 92970788268,202200000000173,2022-02-22,despesa com divulgação da atividade parlamentar.,2000,2175185
2,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,13.364.156/0001-01,CLICK ASSESSORIA E COMUNICAÇÃO LTDA - ME,202200000000049,2022-02-24,despesa com divulgação da atividade parlamentar.,2500,2175205
2,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,05.373.480/0001-50,F MENEZES LOBATO - ME,202200000000049,2022-02-24,despesa com divulgação da atividade parlamentar.,5000,2175231
2,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,39.327.180/0001-56,GIRASSOL COMUNICACAO E MIDIA LTDA,202200000000042,2022-02-25,despesa com divulgação da atividade parlamentar.,1500,2175271
2,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,18.827.227/0001-70,S NAFES M DA SILVA JUNIOR - EPP,365,2023-03-27,despesa com divulgação da atividade parlamentar.,8000,2196100
2,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,41.097.878/0001-74,TERESINHA DE JESUS PEDROSO 68562110230,202200000000061,2022-02-24,despesa com divulgação da atividade parlamentar.,1000,2175230
2,DAVI ALCOLUMBRE,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",07.605.506/0001-73,RIBAL LOCADORA DE VEÍCULOS LTDA.,2737,2022-03-03,despesas com locação de meio de transporte.,2685,2175483
3,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,17.165.675/0001-93,ALO PRODUÇÃO LTDA - EPP,202200000000284,2022-03-14,despesa com divulgação da atividade parlamentar.,20000,2176184
3,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,30.867.497/0001-00,CIBELE PAIXAO RIBEIRO 92970788268,202200000000186,2022-03-14,despesa com divulgação da atividade parlamentar.,2000,2176181
3,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,13.364.156/0001-01,CLICK ASSESSORIA E COMUNICAÇÃO LTDA - ME,202200000000051,2022-03-18,despesa com divulgação da atividade parlamentar.,2500,2176595
3,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,05.373.480/0001-50,F MENEZES LOBATO - ME,202200000000050,2022-03-15,despesa com divulgação da atividade parlamentar.,5000,2176208
3,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,39.327.180/0001-56,GIRASSOL COMUNICACAO E MIDIA LTDA,202200000000044,2022-03-16,despesa com divulgação da atividade parlamentar.,1500,2176398
3,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,18.827.227/0001-70,S NAFES M DA SILVA JUNIOR - EPP,364,2023-03-27,despesa com divulgação da atividade parlamentar.,8000,2196099
3,DAVI ALCOLUMBRE,divulgação da atividade parlamentar,41.097.878/0001-74,TERESINHA DE JESUS PEDROSO 68562110230,202200000000064,2022-03-17,despesa com divulgação da atividade parlamentar.,1000,2176544
3,DAVI ALCOLUMBRE,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",07.605.506/0001-73,RIBAL LOCADORA DE VEÍCULOS LTDA.,2833,2022-04-04,despesas com locação de meio de transporte.,2685,2177793
4,DAVI ALCOLUMBRE,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",33.188.243/0001-54,LEONARDO CRUZ SOCIEDADE INDIVIDUAL DE ADVOCACIA,000000073,2022-12-22,despesa com prestação de serviço de consultoria de apoio ao exercício do mandato parlamentar.,39000,2192231
4,DAVI ALCOLUMBRE,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",07.605.506/0001-73,RIBAL LOCADORA DE VEÍCULOS LTDA.,2879,2022-05-04,despesas com locação de meio de transporte.,2685,2179862
5,DAVI ALCOLUMBRE,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",33.188.243/0001-54,LEONARDO CRUZ SOCIEDADE INDIVIDUAL DE ADVOCACIA,000000074,2022-12-22,despesa com prestação de serviço de consultoria de apoio ao exercício do mandato parlamentar.,39000,2192230
5,DAVI ALCOLUMBRE,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",07.605.506/0001-73,RIBAL LOCADORA DE VEÍCULOS LTDA.,2993,2022-06-07,despesas com locação de meio de transporte.,2685,2181715
6,DAVI ALCOLUMBRE,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",33.188.243/0001-54,LEONARDO CRUZ SOCIEDADE INDIVIDUAL DE ADVOCACIA,000000075,2022-12-22,despesa com prestação de serviço de consultoria de apoio ao exercício do mandato parlamentar.,39000,2192229
6,DAVI ALCOLUMBRE,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",07.605.506/0001-73,RIBAL LOCADORA DE VEÍCULOS LTDA.,3074,2022-07-13,despesas com locação de meio de transporte.,"3589,77",2184002
7,DAVI ALCOLUMBRE,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",33.188.243/0001-54,LEONARDO CRUZ SOCIEDADE INDIVIDUAL DE ADVOCACIA,000.000.076,2022-12-22,despesa com prestação de serviço de consultoria de apoio ao exercício do mandato parlamentar.,39000,2192228
7,DAVI ALCOLUMBRE,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",07.605.506/0001-73,RIBAL LOCADORA DE VEÍCULOS LTDA.,3143,2022-08-08,despesas com locação de meio de transporte.,"3589,77",2185067
8,DAVI ALCOLUMBRE,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",33.188.243/0001-54,LEONARDO CRUZ SOCIEDADE INDIVIDUAL DE ADVOCACIA,000000077,2022-12-22,despesa com prestação de serviço de consultoria de apoio ao exercício do mandato parlamentar.,39000,2192227
8,DAVI ALCOLUMBRE,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",07.605.506/0001-73,RIBAL LOCADORA DE VEÍCULOS LTDA.,3274,2022-09-15,despesas com locação de meio de transporte.,3590,2187434
9,DAVI ALCOLUMBRE,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",33.188.243/0001-54,LEONARDO CRUZ SOCIEDADE INDIVIDUAL DE ADVOCACIA,000.000.078,2022-12-22,despesa com prestação de serviço de consultoria de apoio ao exercício do mandato parlamentar.,39000,2192226
9,DAVI ALCOLUMBRE,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",07.605.506/0001-73,RIBAL LOCADORA DE VEÍCULOS LTDA.,3391,2022-10-18,despesas com locação de meio de transporte.,3590,2188386
10,DAVI ALCOLUMBRE,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",33.188.243/0001-54,LEONARDO CRUZ SOCIEDADE INDIVIDUAL DE ADVOCACIA,000000079,2022-12-22,despesa com prestação de serviço de consultoria de apoio ao exercício do mandato parlamentar.,39000,2192225
